Index,Name,Meaning,Korean,Sex
1597,Ulfric Blackiron,Ulfric Blackiron,울프릭 블랙아이언,남성
1598,Viggo Stoneguard,Viggo Stoneguard,비고 스톤가드,남성
1599,Wilma Deeproot,Wilma Deeproot,윌마 딥루트,여성
1600,Alaric Pickaxe,Alaric Pickaxe,알라릭 픽액스,남성
1601,Beatrice Firebeard,Beatrice Firebeard,베아트리스 파이어비어드,여성
1602,Cormac Stonehand,Cormac Stonehand,코맥 스톤핸드,남성
1603,Dina Goldheart,Dina Goldheart,디나 골드하트,여성
1604,Einar Rockfall,Einar Rockfall,에이나르 록폴,남성
1605,Finola Hammerfall,Finola Hammerfall,피놀라 해머폴,여성
1606,Griselda Stoutaxe,Griselda Stoutaxe,그리젤다 스타우트액스,여성
1607,Hakon Ironbrow,Hakon Ironbrow,하콘 아이언브라우,남성
1608,Inga Silvervein,Inga Silvervein,인가 실버베인,여성
1609,Jorunn Thunderfist,Jorunn Thunderfist,요룬 썬더피스트,여성
1610,Kael Stonehelm,Kael Stonehelm,카엘 스톤헬름,남성
1611,Linnea Gemcutter,Linnea Gemcutter,린네아 젬커터,여성
1612,Murdin Oreseeker,Murdin Oreseeker,머딘 오어시커,남성
1613,Nydia Battlehammer,Nydia Battlehammer,니디아 배틀해머,여성
1614,Ormar Forgefire,Ormar Forgefire,오르마르 포지파이어,남성
1615,Pippa Runesmith,Pippa Runesmith,피파 룬스미스,여성
1616,Ragnvald Greystone,Ragnvald Greystone,라그발드 그레이스톤,남성
1617,Signe Coalbeard,Signe Coalbeard,시그네 콜비어드,여성
1618,Torvin Mithrilheart,Torvin Mithrilheart,토르빈 미스릴하트,남성
1619,Ursula Stonegaze,Ursula Stonegaze,우르술라 스톤게이즈,여성
1620,Vargur Goldhand,Vargur Goldhand,바르구르 골드핸드,남성
1621,Wendy Ironfoot,Wendy Ironfoot,웬디 아이언풋,여성
1622,Yngvar Oreheart,Yngvar Oreheart,잉바르 오어하트,남성
1623,Zelda Strongarm,Zelda Strongarm,젤다 스트롱암,여성
1624,Bron Thunderstrike,Bron Thunderstrike,브론 썬더스트라이크,남성
1625,Doreen Stonebrow,Doreen Stonebrow,도린 스톤브라우,여성
1626,Gimnar Grimfang,Gimnar Grimfang,김나르 그림팽,남성
1627,Helga Darkiron,Helga Darkiron,헬가 다크아이언,여성
1628,Korgan Goldgraft,Korgan Goldgraft,코르간 골드그라프트,남성
1629,Lia Blackiron,Lia Blackiron,리아 블랙아이언,여성
1630,Murdin Stoneguard,Murdin Stoneguard,머딘 스톤가드,남성
1631,Oriel Deeproot,Oriel Deeproot,오리엘 딥루트,여성
1632,Gimli Deepforge,Gimli Deepforge,김리 딥포지,남성
1633,Astrid Stonehand,Astrid Stonehand,아스트리드 스톤핸드,여성
1634,Borin Goldheart,Borin Goldheart,보린 골드하트,남성
1635,Brunhild Rockfall,Brunhild Rockfall,브룬힐드 록폴,여성
1636,Durn Hammerfall,Durn Hammerfall,던 해머폴,남성
1637,Elara Stoutaxe,Elara Stoutaxe,엘라라 스타우트액스,여성
1638,Fendrel Ironbrow,Fendrel Ironbrow,펜드렐 아이언브라우,남성
1639,Grizel Silvervein,Grizel Silvervein,그리젤 실버베인,여성
1640,Hakon Thunderfist,Hakon Thunderfist,하콘 썬더피스트,남성
1641,Ingrid Deepmine,Ingrid Deepmine,잉리드 딥마인,여성
1642,Jorvin Stonehelm,Jorvin Stonehelm,요르빈 스톤헬름,남성
1643,Kaelin Forgeborn,Kaelin Forgeborn,카엘린 포지본,여성
1644,Leif Darkiron,Leif Darkiron,레이프 다크아이언,남성
1645,Mina Oreheart,Mina Oreheart,미나 오어하트,여성
1646,Norin Battlehammer,Norin Battlehammer,노린 배틀해머,남성
1647,Olga Gemcutter,Olga Gemcutter,올가 젬커터,여성
1648,Perrin Stoneguard,Perrin Stoneguard,페린 스톤가드,남성
1649,Rona Grimfang,Rona Grimfang,로나 그림팽,여성
1650,Skorgrim Bronzebeard,Skorgrim Bronzebeard,스코르그림 브론즈비어드,남성
1651,Thora Deepdelver,Thora Deepdelver,토라 딥델버,여성
1652,Ulfric Stonebeard,Ulfric Stonebeard,울프릭 스톤비어드,남성
1653,Vigdis Ironbraid,Vigdis Ironbraid,비그디스 아이언브레이드,여성
1654,Wilhelm Goldgraft,Wilhelm Goldgraft,빌헬름 골드그라프트,남성
1655,Ysabeau Boulderkin,Ysabeau Boulderkin,이사보 볼더킨,여성
1656,Zander Deeproot,Zander Deeproot,잔더 딥루트,남성
1657,Alaric Roughhide,Alaric Roughhide,알라릭 러프하이드,남성
1658,Beatrice Runesmith,Beatrice Runesmith,베아트리스 룬스미스,여성
1659,Cormac Stonegrinder,Cormac Stonegrinder,코맥 스톤그라인더,남성
1660,Dina Grimstone,Dina Grimstone,디나 그림스톤,여성
1661,Einar Stonegrip,Einar Stonegrip,에이나르 스톤그립,남성
1662,Fiona Orebreaker,Fiona Orebreaker,피오나 오어브레이커,여성
1663,Griswold Strongarm,Griswold Strongarm,그리스월드 스트롱암,남성
1664,Hakon Coalbeard,Hakon Coalbeard,하콘 콜비어드,남성
1665,Inga Mithrilheart,Inga Mithrilheart,인가 미스릴하트,여성
1666,Jorvik Stonegaze,Jorvik Stonegaze,요르비크 스톤게이즈,남성
1667,Kaelin Goldhand,Kaelin Goldhand,카엘린 골드핸드,여성
1668,Lothar Stonefist,Lothar Stonefist,로타르 스톤피스트,남성
1669,Marta Orehammer,Marta Orehammer,마르타 오어해머,여성
1670,Nodin Silverbeard,Nodin Silverbeard,노딘 실버비어드,남성
1671,Orla Bronzehammer,Orla Bronzehammer,오를라 브론즈해머,여성
1672,Perrin Mithrilheart,Perrin Mithrilheart,페린 미스릴하트,남성
1673,Ragnvald Battleborn,Ragnvald Battleborn,라그발드 배틀본,남성
1674,Signe Deepvein,Signe Deepvein,시그네 딥베인,여성
1675,Thrain Stoneheart,Thrain Stoneheart,스라인 스톤하트,남성
1676,Ursula Hammerfall,Ursula Hammerfall,우르술라 해머폴,여성
1677,Vali Ironfoot,Vali Ironfoot,발리 아이언풋,남성
1678,Wendy Goldgraft,Wendy Goldgraft,웬디 골드그라프트,여성
1679,Yngvar Oreseeker,Yngvar Oreseeker,잉바르 오어시커,남성
1680,Zelda Stonebrow,Zelda Stonebrow,젤다 스톤브라우,여성
1681,Argrim Stonefist,Argrim Stonefist,아르그림 스톤피스트,남성
1682,Brunhild Deepmine,Brunhild Deepmine,브룬힐드 딥마인,여성
1683,Doric Ironhide,Doric Ironhide,도릭 아이언하이드,남성
1684,Ember Forgefire,Ember Forgefire,엠버 포지파이어,여성
1685,Grimwold Stoutshield,Grimwold Stoutshield,그림월드 스타우트실드,남성
1686,Hilda Thunderbeard,Hilda Thunderbeard,힐다 썬더비어드,여성
1687,Korgan Stonegut,Korgan Stonegut,코르간 스톤거트,남성
1688,Lia Gemstone,Lia Gemstone,리아 젬스톤,여성
1689,Magnus Blackiron,Magnus Blackiron,마그누스 블랙아이언,남성
1690,Oriel Ironborn,Oriel Ironborn,오리엘 아이언본,여성
1691,Grom Stoutaxe,Grom Stoutaxe,그롬 스타우트액스,남성
1692,Helga Ironbraid,Helga Ironbraid,헬가 아이언브레이드,여성
1693,Kaelen Hammerfall,Kaelen Hammerfall,카엘렌 해머폴,남성
1694,Lori Rockbreaker,Lori Rockbreaker,로리 록브레이커,여성
1695,Mordin Goldaxe,Mordin Goldaxe,모딘 골드액스,남성
1696,Nora Thunderfist,Nora Thunderfist,노라 썬더피스트,여성
1697,Orin Stonehelm,Orin Stonehelm,오린 스톤헬름,남성
1698,Ragnild Boulderkin,Ragnild Boulderkin,라그닐드 볼더킨,여성
1699,Thoric Bronzebeard,Thoric Bronzebeard,토릭 브론즈비어드,남성
1700,Ursa Forgeborn,Ursa Forgeborn,우르사 포지본,여성
1701,Vali Ironhide,Vali Ironhide,발리 아이언하이드,남성
1702,Wendy Deepdelver,Wendy Deepdelver,웬디 딥델버,여성
1703,Ymir Stonebeard,Ymir Stonebeard,이미르 스톤비어드,남성
1704,Zara Gemcutter,Zara Gemcutter,자라 젬커터,여성
1705,Brandt Oreseeker,Brandt Oreseeker,브란트 오어시커,남성
1706,Clara Battlehammer,Clara Battlehammer,클라라 배틀해머,여성
1707,Durn Forgefire,Durn Forgefire,던 포지파이어,남성
1708,Elara Runesmith,Elara Runesmith,엘라라 룬스미스,여성
1709,Fendrel Greystone,Fendrel Greystone,펜드렐 그레이스톤,남성
1710,Grizel Silvervein,Grizel Silvervein,그리젤 실버베인,여성
1711,Hakon Stonegrip,Hakon Stonegrip,하콘 스톤그립,남성
1712,Ingrid Deepmine,Ingrid Deepmine,잉리드 딥마인,여성
1713,Jorin Coalbeard,Jorin Coalbeard,요린 콜비어드,남성
1714,Kaelin Stoutshield,Kaelin Stoutshield,카엘린 스타우트실드,여성
1715,Leif Ironfoot,Leif Ironfoot,레이프 아이언풋,남성
1716,Mina Oreheart,Mina Oreheart,미나 오어하트,여성
1717,Norin Strongarm,Norin Strongarm,노린 스트롱암,남성
1718,Olga Thunderstrike,Olga Thunderstrike,올가 썬더스트라이크,여성
1719,Perrin Stonebrow,Perrin Stonebrow,페린 스톤브라우,남성
1720,Rona Grimfang,Rona Grimfang,로나 그림팽,여성
1721,Skorgrim Darkiron,Skorgrim Darkiron,스코르그림 다크아이언,남성
1722,Thora Mithrilheart,Thora Mithrilheart,토라 미스릴하트,여성
1723,Ulfric Stonegaze,Ulfric Stonegaze,울프릭 스톤게이즈,남성
1724,Vigdis Goldgraft,Vigdis Goldgraft,비그디스 골드그라프트,여성
1725,Wilhelm Blackiron,Wilhelm Blackiron,빌헬름 블랙아이언,남성
1726,Ysabeau Stoneguard,Ysabeau Stoneguard,이사보 스톤가드,여성
1727,Zander Deeproot,Zander Deeproot,잔더 딥루트,남성
1728,Bardolph Stonefist,Bardolph Stonefist,바돌프 스톤피스트,남성
1729,Bronwyn Deepvein,Bronwyn Deepvein,브론윈 딥베인,여성
1730,Grom Stoutaxe,Grom Stoutaxe,그롬 스타우트액스,남성
1731,Helga Ironbraid,Helga Ironbraid,헬가 아이언브레이드,여성
1732,Kaelen Hammerfall,Kaelen Hammerfall,카엘렌 해머폴,남성
1733,Lori Rockbreaker,Lori Rockbreaker,로리 록브레이커,여성
1734,Mordin Goldaxe,Mordin Goldaxe,모딘 골드액스,남성
1735,Nora Thunderfist,Nora Thunderfist,노라 썬더피스트,여성
1736,Orin Stonehelm,Orin Stonehelm,오린 스톤헬름,남성
1737,Ragnild Boulderkin,Ragnild Boulderkin,라그닐드 볼더킨,여성
1738,Thoric Bronzebeard,Thoric Bronzebeard,토릭 브론즈비어드,남성
1739,Ursa Forgeborn,Ursa Forgeborn,우르사 포지본,여성
1740,Vali Ironhide,Vali Ironhide,발리 아이언하이드,남성
1741,Wendy Deepdelver,Wendy Deepdelver,웬디 딥델버,여성
1742,Ymir Stonebeard,Ymir Stonebeard,이미르 스톤비어드,남성
1743,Zara Gemcutter,Zara Gemcutter,자라 젬커터,여성
1744,Brandt Oreseeker,Brandt Oreseeker,브란트 오어시커,남성
1745,Clara Battlehammer,Clara Battlehammer,클라라 배틀해머,여성
1746,Durn Forgefire,Durn Forgefire,던 포지파이어,남성
1747,Elara Runesmith,Elara Runesmith,엘라라 룬스미스,여성
1748,Fendrel Greystone,Fendrel Greystone,펜드렐 그레이스톤,남성
1749,Grizel Silvervein,Grizel Silvervein,그리젤 실버베인,여성
1750,Hakon Stonegrip,Hakon Stonegrip,하콘 스톤그립,남성
1751,Ingrid Deepmine,Ingrid Deepmine,잉리드 딥마인,여성
1752,Jorin Coalbeard,Jorin Coalbeard,요린 콜비어드,남성
1753,Kaelin Stoutshield,Kaelin Stoutshield,카엘린 스타우트실드,여성
1754,Leif Ironfoot,Leif Ironfoot,레이프 아이언풋,남성
1755,Mina Oreheart,Mina Oreheart,미나 오어하트,여성
1756,Norin Strongarm,Norin Strongarm,노린 스트롱암,남성
1757,Olga Thunderstrike,Olga Thunderstrike,올가 썬더스트라이크,여성
1758,Perrin Stonebrow,Perrin Stonebrow,페린 스톤브라우,남성
1759,Rona Grimfang,Rona Grimfang,로나 그림팽,여성
1760,Skorgrim Darkiron,Skorgrim Darkiron,스코르그림 다크아이언,남성
1761,Thora Mithrilheart,Thora Mithrilheart,토라 미스릴하트,여성
1762,Ulfric Stonegaze,Ulfric Stonegaze,울프릭 스톤게이즈,남성
1763,Vigdis Goldgraft,Vigdis Goldgraft,비그디스 골드그라프트,여성
1764,Wilhelm Blackiron,Wilhelm Blackiron,빌헬름 블랙아이언,남성
1765,Ysabeau Stoneguard,Ysabeau Stoneguard,이사보 스톤가드,여성
1766,Zander Deeproot,Zander Deeproot,잔더 딥루트,남성
1767,Astrid Pickaxe,Astrid Pickaxe,아스트리드 픽액스,여성
1768,Borin Firebeard,Borin Firebeard,보린 파이어비어드,남성
1769,Dagny Stonehand,Dagny Stonehand,다그니 스톤핸드,여성
1770,Einar Roughhide,Einar Roughhide,에이나르 러프하이드,남성
1771,Freya Anvilhand,Freya Anvilhand,프레야 앤빌핸드,여성
1772,Gareth Stonecutter,Gareth Stonecutter,개러스 스톤커터,남성
1773,Helga Goldvein,Helga Goldvein,헬가 골드베인,여성
1774,Ingvar Hammerhand,Ingvar Hammerhand,잉바르 해머핸드,남성
1775,Jorunn Ironheart,Jorunn Ironheart,요룬 아이언하트,여성
1776,Kael Strongbeard,Kael Strongbeard,카엘 스트롱비어드,남성
1777,Linnea Orebreaker,Linnea Orebreaker,린네아 오어브레이커,여성
1778,Murdin Battleborn,Murdin Battleborn,머딘 배틀본,남성
1779,Nydia Gemstone,Nydia Gemstone,니디아 젬스톤,여성
1780,Oren Deepaxe,Oren Deepaxe,오렌 딥액스,남성
1781,Pippa Stonefoot,Pippa Stonefoot,피파 스톤풋,여성
1782,Ragnar Bloodaxe,Ragnar Bloodaxe,라그나르 블러드액스,남성
1783,Solveig Coalfire,Solveig Coalfire,솔베이그 콜파이어,여성
1784,Torvin Stoneguard,Torvin Stoneguard,토르빈 스톤가드,남성
1785,Ursula Rockfall,Ursula Rockfall,우르술라 록폴,여성
1786,Vargur Grimhammer,Vargur Grimhammer,바르구르 그림해머,남성
1787,Wilma Boulderfoot,Wilma Boulderfoot,윌마 볼더풋,여성
1788,Alaric Deepforge,Alaric Deepforge,알라릭 딥포지,남성
1789,Beatrice Runeshaper,Beatrice Runeshaper,베아트리스 룬쉐이퍼,여성
1790,Cormac Stonegrinder,Cormac Stonegrinder,코맥 스톤그라인더,남성
1791,Dina Grimstone,Dina Grimstone,디나 그림스톤,여성
1792,Eldrin Thunderfist,Eldrin Thunderfist,엘드린 썬더피스트,남성
1793,Fiona Stonekin,Fiona Stonekin,피오나 스톤킨,여성
1794,Griswold Ironbraid,Griswold Ironbraid,그리스월드 아이언브레이드,남성
1795,Hakon Deeprock,Hakon Deeprock,하콘 딥록,남성
1796,Inga Stonehelm,Inga Stonehelm,인가 스톤헬름,여성
1797,Jorvik Stonehand,Jorvik Stonehand,요르비크 스톤핸드,남성
1798,Kaelin Goldhand,Kaelin Goldhand,카엘린 골드핸드,여성
1799,Lothar Stonegaze,Lothar Stonegaze,로타르 스톤게이즈,남성
1800,Marta Orehammer,Marta Orehammer,마르타 오어해머,여성
1801,Nodin Silverbeard,Nodin Silverbeard,노딘 실버비어드,남성
1802,Orla Bronzehammer,Orla Bronzehammer,오를라 브론즈해머,여성
1803,Perrin Mithrilheart,Perrin Mithrilheart,페린 미스릴하트,남성
1804,Ragnvald Battleborn,Ragnvald Battleborn,라그발드 배틀본,남성
1805,Signe Deepvein,Signe Deepvein,시그네 딥베인,여성
1806,Thrain Stoneheart,Thrain Stoneheart,스라인 스톤하트,남성
1807,Ursula Hammerfall,Ursula Hammerfall,우르술라 해머폴,여성
1808,Vali Ironfoot,Vali Ironfoot,발리 아이언풋,남성
1809,Wendy Goldgraft,Wendy Goldgraft,웬디 골드그라프트,여성
1810,Yngvar Oreseeker,Yngvar Oreseeker,잉바르 오어시커,남성
1811,Zelda Stonebrow,Zelda Stonebrow,젤다 스톤브라우,여성
1812,Argrim Stonefist,Argrim Stonefist,아르그림 스톤피스트,남성
1813,Brunhild Deepmine,Brunhild Deepmine,브룬힐드 딥마인,여성
1814,Doric Ironhide,Doric Ironhide,도릭 아이언하이드,남성
1815,Ember Forgefire,Ember Forgefire,엠버 포지파이어,여성
1816,Grimwold Stoutshield,Grimwold Stoutshield,그림월드 스타우트실드,남성
1817,Hilda Thunderbeard,Hilda Thunderbeard,힐다 썬더비어드,여성
1818,Korgan Stonegut,Korgan Stonegut,코르간 스톤거트,남성
1819,Lia Gemstone,Lia Gemstone,리아 젬스톤,여성
1820,Magnus Blackiron,Magnus Blackiron,마그누스 블랙아이언,남성
1821,Oriel Ironborn,Oriel Ironborn,오리엘 아이언본,여성
1822,Thrain Stonebeard,Thrain Stonebeard,스라인 스톤비어드,남성
1823,Grizelda Boulderfoot,Grizelda Boulderfoot,그리젤다 볼더풋,여성
1824,Balin Ironfist,Balin Ironfist,발린 아이언피스트,남성
1825,Borin Deepdelver,Borin Deepdelver,보린 딥델버,남성
1826,Dagna Hammerfall,Dagna Hammerfall,다그나 해머폴,여성
1827,Durin Rockbreaker,Durin Rockbreaker,두린 록브레이커,남성
1828,Eldrin Oreheart,Eldrin Oreheart,엘드린 오어하트,남성
1829,Fjorin Anvilhand,Fjorin Anvilhand,프요린 앤빌핸드,남성
1830,Grimnir Goldvein,Grimnir Goldvein,그림니르 골드베인,남성
1831,Hilda Stonemarch,Hilda Stonemarch,힐다 스톤마치,여성
1832,Kaelen Darkiron,Kaelen Darkiron,카엘렌 다크아이언,남성
1833,Kili Gemcutter,Kili Gemcutter,킬리 젬커터,남성
1834,Lori Forgeborn,Lori Forgeborn,로리 포지본,여성
1835,Malin Stoutshield,Malin Stoutshield,말린 스타우트실드,여성
1836,Nori Battlehammer,Nori Battlehammer,노리 배틀해머,남성
1837,Oin Deepaxe,Oin Deepaxe,오인 딥액스,남성
1838,Ragnild Runesmith,Ragnild Runesmith,라그닐드 룬스미스,여성
1839,Thorgar Grimfang,Thorgar Grimfang,토르가 그림팽,남성
1840,Urgrim Stonehelm,Urgrim Stonehelm,우르그림 스톤헬름,남성
1841,Yara Ironbraid,Yara Ironbraid,야라 아이언브레이드,여성
1842,Bram Ironhide,Bram Ironhide,브람 아이언하이드,남성
1843,Astrid Pickaxe,Astrid Pickaxe,아스트리드 픽액스,여성
1844,Gundren Rockfist,Gundren Rockfist,군드렌 록피스트,남성
1845,Torvin Stonehand,Torvin Stonehand,토르빈 스톤핸드,남성
1846,Borinna Stoutaxe,Borinna Stoutaxe,보리나 스타우트액스,여성
1847,Bjorn Strongarm,Bjorn Strongarm,비외른 스트롱암,남성
1848,Dolgrin Coalbeard,Dolgrin Coalbeard,돌그린 콜비어드,남성
1849,Ebba Deepmine,Ebba Deepmine,에바 딥마인,여성
1850,Ferdinand Greystone,Ferdinand Greystone,페르디난드 그레이스톤,남성
1851,Gron Ironaxe,Gron Ironaxe,그론 아이언액스,남성
1852,Helga Boulderkin,Helga Boulderkin,헬가 볼더킨,여성
1853,Ingvar Stonegrip,Ingvar Stonegrip,잉바르 스톤그립,남성
1854,Kira Mithrilheart,Kira Mithrilheart,키라 미스릴하트,여성
1855,Magnus Hammerfall,Magnus Hammerfall,마그누스 해머폴,남성
1856,Olga Gemstone,Olga Gemstone,올가 젬스톤,여성
1857,Rurik Stonegaze,Rurik Stonegaze,루리크 스톤게이즈,남성
1858,Sigrun Thunderfist,Sigrun Thunderfist,시그룬 썬더피스트,여성
1859,Thrain Oreseeker,Thrain Oreseeker,스라인 오어시커,남성
1860,Ulgar Grimstone,Ulgar Grimstone,울가 그림스톤,남성
1861,Valda Goldgraft,Valda Goldgraft,발다 골드그라프트,여성
1862,Brand Silvervein,Brand Silvervein,브랜드 실버베인,남성
1863,Brunhild Coalfire,Brunhild Coalfire,브룬힐드 콜파이어,여성
1864,Corbin Stonewright,Corbin Stonewright,코빈 스톤라이트,남성
1865,Dagmar Ironfoot,Dagmar Ironfoot,다그마 아이언풋,여성
1866,Elrik Deepforge,Elrik Deepforge,엘리크 딥포지,남성
1867,Farin Rockbeard,Farin Rockbeard,파린 록비어드,남성
1868,Gretel Grimbeard,Gretel Grimbeard,그레텔 그림비어드,여성
1869,Hjalmar Bronzehammer,Hjalmar Bronzehammer,얄마르 브론즈해머,남성
1870,Ingrid Orebreaker,Ingrid Orebreaker,잉리드 오어브레이커,여성
1871,Jorn Stonehand,Jorn Stonehand,요른 스톤핸드,남성
1872,Kaelin Forgefire,Kaelin Forgefire,카엘린 포지파이어,여성
1873,Loric Thunderstrike,Loric Thunderstrike,로릭 썬더스트라이크,남성
1874,Marta Boulderkin,Marta Boulderkin,마르타 볼더킨,여성
1875,Nodin Deeproot,Nodin Deeproot,노딘 딥루트,남성
1876,Orla Gemstone,Orla Gemstone,오를라 젬스톤,여성
1877,Ragnar Stoneheart,Ragnar Stoneheart,라그나르 스톤하트,남성
1878,Solveig Ironhand,Solveig Ironhand,솔베이그 아이언핸드,여성
1879,Torvin Goldbeard,Torvin Goldbeard,토르빈 골드비어드,남성
1880,Ulrik Ironhide,Ulrik Ironhide,울리크 아이언하이드,남성
1881,Valerie Stoneguard,Valerie Stoneguard,발레리 스톤가드,여성
1882,Burdin Ironborn,Burdin Ironborn,버딘 아이언본,남성
1883,Frida Stonebrow,Frida Stonebrow,프리다 스톤브라우,여성
1884,Gareth Deeprock,Gareth Deeprock,개러스 딥록,남성
1885,Hanna Oreheart,Hanna Oreheart,한나 오어하트,여성
1886,Kaelan Forgearm,Kaelan Forgearm,카엘란 포지암,남성
1887,Lothar Stonefist,Lothar Stonefist,로타르 스톤피스트,남성
1888,Mina Hammerborn,Mina Hammerborn,미나 해머본,여성
1889,Oren Bronzebeard,Oren Bronzebeard,오렌 브론즈비어드,남성
1890,Petra Gemcutter,Petra Gemcutter,페트라 젬커터,여성
1891,Roric Stonehelm,Roric Stonehelm,로릭 스톤헬름,남성
1892,Sindri Goldhand,Sindri Goldhand,신드리 골드핸드,남성
1893,Thora Deepvein,Thora Deepvein,토라 딥베인,여성
1894,Ulfric Thunderbeard,Ulfric Thunderbeard,울프릭 썬더비어드,남성
1895,Viggo Stoneguard,Viggo Stoneguard,비고 스톤가드,남성
1896,Wilma Boulderkin,Wilma Boulderkin,윌마 볼더킨,여성
1897,Alaric Grimstone,Alaric Grimstone,알라릭 그림스톤,남성
1898,Beatrice Ironfoot,Beatrice Ironfoot,베아트리스 아이언풋,여성
1899,Cormac Stonegrinder,Cormac Stonegrinder,코맥 스톤그라인더,남성
1900,Dina Deepmine,Dina Deepmine,디나 딥마인,여성
1901,Einar Blackiron,Einar Blackiron,에이나르 블랙아이언,남성
1902,Finola Stoneheart,Finola Stoneheart,피놀라 스톤하트,여성
1903,Griselda Rockfall,Griselda Rockfall,그리젤다 록폴,여성
1904,Hakon Stonegrip,Hakon Stonegrip,하콘 스톤그립,남성
1905,Inga Goldbeard,Inga Goldbeard,인가 골드비어드,여성
1906,Jorunn Oreseeker,Jorunn Oreseeker,요룬 오어시커,여성
1907,Kael Stonekin,Kael Stonekin,카엘 스톤킨,남성
1908,Linnea Forgeborn,Linnea Forgeborn,린네아 포지본,여성
1909,Murdin Hammerhand,Murdin Hammerhand,머딘 해머핸드,남성
1910,Nydia Deepdelver,Nydia Deepdelver,니디아 딥델버,여성
1911,Ormar Thunderstrike,Ormar Thunderstrike,오르마르 썬더스트라이크,남성
1912,Pippa Bronzebeard,Pippa Bronzebeard,피파 브론즈비어드,여성
1913,Ragnvald Silverbeard,Ragnvald Silverbeard,라그발드 실버비어드,남성
1914,Signe Stonehelm,Signe Stonehelm,시그네 스톤헬름,여성
1915,Torvin Anvilheart,Torvin Anvilheart,토르빈 앤빌하트,남성
1916,Ursula Rockbreaker,Ursula Rockbreaker,우르술라 록브레이커,여성
1917,Vargur Grimfang,Vargur Grimfang,바르구르 그림팽,남성
1918,Wendy Stonegaze,Wendy Stonegaze,웬디 스톤게이즈,여성
1919,Yngvar Orehammer,Yngvar Orehammer,잉바르 오어해머,남성
1920,Zelda Deeproot,Zelda Deeproot,젤다 딥루트,여성
1921,Bron Ironhide,Bron Ironhide,브론 아이언하이드,남성
1922,Doreen Stonefall,Doreen Stonefall,도린 스톤폴,여성
1923,Gimnar Goldaxe,Gimnar Goldaxe,김나르 골드액스,남성
1924,Helga Battleaxe,Helga Battleaxe,헬가 배틀액스,여성
1925,Korgan Stonegut,Korgan Stonegut,코르간 스톤거트,남성
1926,Thrain Stonebeard,Thrain Stonebeard,스라인 스톤비어드,남성
1927,Grizelda Boulderfoot,Grizelda Boulderfoot,그리젤다 볼더풋,여성
1928,Balin Ironfist,Balin Ironfist,발린 아이언피스트,남성
1929,Borin Deepdelver,Borin Deepdelver,보린 딥델버,남성
1930,Dagna Hammerfall,Dagna Hammerfall,다그나 해머폴,여성
1931,Durin Rockbreaker,Durin Rockbreaker,두린 록브레이커,남성
1932,Eldrin Oreheart,Eldrin Oreheart,엘드린 오어하트,남성
1933,Fjorin Anvilhand,Fjorin Anvilhand,프요린 앤빌핸드,남성
1934,Grimnir Goldvein,Grimnir Goldvein,그림니르 골드베인,남성
1935,Hilda Stonemarch,Hilda Stonemarch,힐다 스톤마치,여성
1936,Kaelen Darkiron,Kaelen Darkiron,카엘렌 다크아이언,남성
1937,Kili Gemcutter,Kili Gemcutter,킬리 젬커터,남성
1938,Lori Forgeborn,Lori Forgeborn,로리 포지본,여성
1939,Malin Stoutshield,Malin Stoutshield,말린 스타우트실드,여성
1940,Nori Battlehammer,Nori Battlehammer,노리 배틀해머,남성
1941,Oin Deepaxe,Oin Deepaxe,오인 딥액스,남성
1942,Ragnild Runesmith,Ragnild Runesmith,라그닐드 룬스미스,여성
1943,Thorgar Grimfang,Thorgar Grimfang,토르가 그림팽,남성
1944,Urgrim Stonehelm,Urgrim Stonehelm,우르그림 스톤헬름,남성
1945,Yara Ironbraid,Yara Ironbraid,야라 아이언브레이드,여성
1946,Bram Ironhide,Bram Ironhide,브람 아이언하이드,남성
1947,Astrid Pickaxe,Astrid Pickaxe,아스트리드 픽액스,여성
1948,Gundren Rockfist,Gundren Rockfist,군드렌 록피스트,남성
1949,Torvin Stonehand,Torvin Stonehand,토르빈 스톤핸드,남성
1950,Borinna Stoutaxe,Borinna Stoutaxe,보리나 스타우트액스,여성
1951,Bjorn Strongarm,Bjorn Strongarm,비외른 스트롱암,남성
1952,Dolgrin Coalbeard,Dolgrin Coalbeard,돌그린 콜비어드,남성
1953,Ebba Deepmine,Ebba Deepmine,에바 딥마인,여성
1954,Ferdinand Greystone,Ferdinand Greystone,페르디난드 그레이스톤,남성
1955,Gron Ironaxe,Gron Ironaxe,그론 아이언액스,남성
1956,Helga Boulderkin,Helga Boulderkin,헬가 볼더킨,여성
1957,Ingvar Stonegrip,Ingvar Stonegrip,잉바르 스톤그립,남성
1958,Kira Mithrilheart,Kira Mithrilheart,키라 미스릴하트,여성
1959,Magnus Hammerfall,Magnus Hammerfall,마그누스 해머폴,남성
1960,Olga Gemstone,Olga Gemstone,올가 젬스톤,여성
1961,Rurik Stonegaze,Rurik Stonegaze,루리크 스톤게이즈,남성
1962,Sigrun Thunderfist,Sigrun Thunderfist,시그룬 썬더피스트,여성
1963,Thrain Oreseeker,Thrain Oreseeker,스라인 오어시커,남성
1964,Ulgar Grimstone,Ulgar Grimstone,울가 그림스톤,남성
1965,Valda Goldgraft,Valda Goldgraft,발다 골드그라프트,여성
1966,Brand Silvervein,Brand Silvervein,브랜드 실버베인,남성
1967,Brunhild Coalfire,Brunhild Coalfire,브룬힐드 콜파이어,여성
